PORT Code,SB no,SB date,Details,Current status,EGM no,ROSL,GST,Gateway,SB_Year
TUGLAKABAD ICD (INTKD6),1249499,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0500075158  ADXPJ1610RCH001  7762461  30 NOV 2017 12:11  USBOS  19  215  219493.5  0  3781  0  3781  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  01 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R577300612  2017-12-6 0.0.0.0  CMAU4390576  412582  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  3512  25875/2017  2017-12-10 0.0.0.0 ","GSTIN    -    07AXXXXXXXXP3ZI
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX-18  2017-11-19  10889 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  138172  2017-11-03 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1249514,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0500075158  ADXPJ1610RCH001  7762485  30 NOV 2017 12:11  USBOS  12  158  209012.25  0  4180  0  4180  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  01 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R577300612  2017-12-6 0.0.0.0  CMAU4390576  412582  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  3344  25875/2017  2017-12-10 0.0.0.0 ","GSTIN    -    07AXXXXXXXXP3ZI
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX-18  2017-11-28  10369 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  138172  2017-11-03 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1252402,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0509003061  AADCR9553KCH003  7765508  30 NOV 2017 12:11  MXATM  1  395  401125.5  0  5780  0  5780  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  05 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T907240612  2017-12-6 0.0.0.0  HAMU1019978  001176  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXK1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXX216  2017-11-24  446822 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  138681  2017-11-13 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1254519,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0509003061  AADCR9553KCH003  7767682  30 NOV 2017 12:11  MXATM  16  4560  7457793.15  0  66470  0  66470  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  05 DEC 2017 00:12  Y  24432/2018  25 MAR 2018 00:03  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T907240612  2017-12-6 0.0.0.0  HAMU1019978  001176  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXK1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXX215  2017-11-24  1787288 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  138991  2017-11-17 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1254838,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0512064172  AKMPA9089KCH001  7768027  30 NOV 2017 12:11  AEJEA  24  1000  1993836.32  0  41725  0  41725  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  04 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J277400712  2017-12-7 0.0.0.0  CAXU8229337  413201  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  26390  25879/2017  2017-12-20 0.0.0.0 ","GSTIN    -    07AXXXXXXXXK1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXX201  2017-11-25  108705 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  140232  2017-12-07 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1255601,2017/11/30,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0513021612  AEOPA9390KCH001  7768840  30 NOV 2017 12:11  MUPLU  64  1072  564385.32  0  11074  0  11074  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  04 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J197640912  2017-12-9 0.0.0.0  VSTU9000091  413278  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXF2ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXXT36  2017-11-28  101578 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  139792  2017-11-30 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1269121,2017/12/01,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0516526065  AADCA0273BCH001  7783051  01 DEC 2017 12:12  USDAL  168  1974.3  335390.33  0  6334  0  6334  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  04 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R957620812  2017-12-8 0.0.0.0  MRKU8210434  413245  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07DXXXXXXXXL1ZP
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX-18  2017-11-29  64076 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  139963  2017-12-04 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),1274037,2017/12/01,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504077104  AASPK9028QCH001  7788226  01 DEC 2017 12:12  CHZRH  21  1385  312647.4  0  6878  0  6878  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J177821612  2017-12-16 0.0.0.0  TCNU9183314  414208  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXH1ZD
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXX018  2017-11-27  38804 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  140925  2017-12-19 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1277877,2017/12/01,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588062359  AEEPG2440LCH001  7792284  01 DEC 2017 12:12  CAMTR  6  65  124333.92  0  2487  0  2487  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TGHU7862323  413688  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  2114  25879/2017  2017-12-20 0.0.0.0 ","GSTIN    -    06AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX8RG  2017-11-27  6216 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140047  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1277880,2017/12/01,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588062359  AEEPG2440LCH001  7792296  01 DEC 2017 12:12  USNYC  2  21  46557.5  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TGHU7862323  413688  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  0  YET TO BE GENERATED  YET TO BE GENERATED ","GSTIN    -    06AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX8RG  2017-11-18  2327 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140047  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1277951,2017/12/01,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588062359  AEEPG2440LCH001  7792342  01 DEC 2017 12:12  CAMTR  2  21  46557.5  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TGHU7862323  413688  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  0  YET TO BE GENERATED  YET TO BE GENERATED ","GSTIN    -    06AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX8RG  2017-11-18  2327 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140047  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1310855,2017/12/04,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0516954725  AVAPS6694RCH001  7826882  04 DEC 2017 12:12  OMSOH  20  670  492780  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  06 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J287881012  2017-12-10 0.0.0.0  GESU5079213  413264  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXH1ZZ
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX155  2017-11-10  86378 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140041  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1317115,2017/12/04,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588062359  AEEPG2440LCH001  7833526  04 DEC 2017 12:12  USNYC  8  93  181320.3  0  3626  0  3626  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TGHU7862323  413688  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  3082  25879/2017  2017-12-20 0.0.0.0 ","GSTIN    -    06AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX8RG  2017-11-28  9066 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140047  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1318155,2017/12/04,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588062359  AEEPG2440LCH001  7834610  04 DEC 2017 12:12  USNYC  4  43  97770.75  0  882  0  882  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TGHU7862323  3688  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  1564  25879/2017  2017-12-20 0.0.0.0 ","GSTIN    -    06AXXXXXXXXM1Z2
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX8RG  2017-11-29  4888 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140047  2017-12-05 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1318294,2017/12/04,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
2203003405  AABCS7195NCH001  7834787  04 DEC 2017 12:12  FRLEH  23  24570  2422086.05  0  48442  0  48442  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  05 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R577300612  2017-12-6 0.0.0.0  NYKU3913872  412767  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    04AXXXXXXXXF1ZC
Invoice Number Invoice Date IGST Paid(INR)
05  2017-12-02  1022 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  139070  2017-11-17 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1323400,2017/12/04,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0505000873  AOWPS6493KCH001  7840211  04 DEC 2017 12:12  MYPKG  4  2825.3  773677.5  0  15474  0  15474  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  06 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27741512  2017-12-15 0.0.0.0  TCNU5910694  413686  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXB1ZS
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXX017  2017-11-20  65433 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  139999  2017-12-04 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1341857,2017/12/05,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
3000004394  AAEPI0406QCH001  7859753  05 DEC 2017 12:12  GBFXT  52  784.09  1357362.75  0  27147  0  27147  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23003/2017  12 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
J197640912  2017-12-9 0.0.0.0  MRKU5656130  413256  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  23075  28259/2018  2018-6-15 0.0.0.0 ","GSTIN    -    03AXXXXXXXXK1Z0
Invoice Number Invoice Date IGST Paid(INR)
665  2017-11-28  67868 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  138232  2017-11-06 00:00:00.0  INNSA1  N ",2017
TUGLAKABAD ICD (INTKD6),1349436,2017/12/05,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504019392  AVAPS6694RCH001  7867709  05 DEC 2017 12:12  DEHAM  6  2589.96  920478.94  0  11231  0  11231  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R607421312  2017-12-13 0.0.0.0  BSIU2178771  413647  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXD1ZQ
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX056  2017-12-04  185491 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140472  2017-12-12 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1349513,2017/12/05,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0501016481  AABCT4959MCH001  7867772  05 DEC 2017 12:12  MXZLO  34  930  392459.28  0  5237  0  5237  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  13 DEC 2017 00:12  Y  23143/2017  22 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R267901612  2017-12-16 0.0.0.0  TCLU9304152  414201  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXF1ZH
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX7-1  2017-11-30  10297 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  139986  2017-12-04 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),1350667,2017/12/05,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0588128180  AATPS3087NCH001  7869014  05 DEC 2017 12:12  ZADUR  596  14834  1666744.5  0  22967  0  22967  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  23043/2017  15 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T1007221212  2017-12-12 0.0.0.0  CRXU1571954  413346  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXJ1Z1
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX/17  2017-12-01  12744 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  140703  2017-12-14 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1364053,2017/12/06,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504077171  AKOPK7974PCH001  7883107  06 DEC 2017 12:12  LKCMB  2100  105210  2719320  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  08 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
TX187580812  2017-12-8 0.0.0.0  TGHU3089350  004585  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXB1ZF
Invoice Number Invoice Date IGST Paid(INR)
108  2017-12-05  4158 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  140290  2017-12-07 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),1367821,2017/12/06,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0514067969  ADXPJ1610RCH001  7887075  06 DEC 2017 12:12  USNYC  116  2552  1638558  0  2458  0  2458  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  08 DEC 2017 00:12  Y  23237/2017  29 DEC 2017 00:12  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R27402112  2017-12-21 0.0.0.0  BSIU2864848  414270  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    09AXXXXXXXXA1Z1
Invoice Number Invoice Date IGST Paid(INR)
XXXXX8/B  2017-11-30  274456 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  140726  2017-12-15 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),1381867,2017/12/06,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0500050139  AACFL6638BCH001  7901913  06 DEC 2017 12:12  USSVQ  2698  16620  5315986.8  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  07 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R397500812  2017-12-8 0.0.0.0  MSKU6199024  413024  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXF1ZU
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXX067  2017-12-04  637916 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  139963  2017-12-04 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),1386534,2017/12/07,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504077171  AKOPK7974PCH001  7906837  07 DEC 2017 12:12  LKCMB  2100  105210  2177520  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  08 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R367181212  2017-12-12 0.0.0.0  NYKU9856126  004590  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXB1ZF
Invoice Number Invoice Date IGST Paid(INR)
109  2017-12-06  4158 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  140083  2017-12-05 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),1411047,2017/12/07,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504077171  AKOPK7974PCH001  7932802  07 DEC 2017 12:12  LKCMB  2100  105210  2177520  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  11 DEC 2017 00:12  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R367181212  2017-12-12 0.0.0.0  DFSU2493229  004598  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXB1ZF
Invoice Number Invoice Date IGST Paid(INR)
110  2017-12-07  4158 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  140083  2017-12-05 00:00:00.0  INPAV1  S ",2017
